langs,system,n2m,source,target,n2mS,n2mT
en-de_news,human,2-1,"Oh yeah, just I do not know if you if you, if you catch <unintelligible/> when we were talking about [PERSON1], but one thing, is, that, that the (blow) is better but the other thing is that the lemmas are actually properly inflected manually, but that is that is another, no, no problem, it is actually good that is <unintelligible/> right, yeah.","Oh ja, ich weiß nur nicht, ob Sie ob Sie <unverständlich/> mitbekommen haben, als wir über [PERSON1] gesprochen haben, aber eine Sache ist, dass, dass, der (Schlag) besser ist, aber die andere Sache ist, dass die Lemmata wirklich richtig manuell gebeugt werden, aber das ist, das ist ein anderes, nein, kein Problem, es ist sogar gut, dass <unverständlich/> richtig ist, ja.",2,1
en-de_news,human,3-2,"<unintelligible/> (PERSON1) By style transfer, Dusan, you mean that there would be something which is in the written language, and you would be the target side, would be in the spoken language or something like that? (PERSON3)","(PERSON4) <unverständlich/> (PERSON1) Mit Stiltransfer, Dusan, meinen Sie, dass da etwas wäre, was in der geschriebenen Sprache ist, und Sie wären die Zielseite, wären in der gesprochenen Sprache oder so ähnlich? (PERSON3)",3,2
en-de_news,human,2-1,Or I tried it with Marian just attending it and it's... I don't know how many BLEU points lower.,"Oder ich habe es mit Marian versucht, der einfach nur teilnimmt und es ist ... ich weiß nicht, wie viele BLEU-Punkte niedriger.",2,1
en-de_news,human,2-1,"So, the context is like in one <unintelligible/> together with sentence we actually want to translate.","Der Kontext ist also wie in einem <unverständlich/> zusammen mit dem Satz, den wir gerade übersetzen wollen.",2,1
en-de_news,human,2-1,"(PERSON8) Yeah, okay, so sorry, maybe I should be more correct that it didn't work like in the way I did it <laugh/>","(PERSON8) Ja, okay, tut mir leid, vielleicht sollte ich richtigerweise sagen, dass es so, wie ich es gemacht habe, nicht funktioniert hat <lachen/>",2,1
en-de_news,human,2-1,"(PERSON2) Yeah, so just know like(PERSON8)","(PERSON2) Ja, also weißt du (PERSON8)",2,1
en-de_news,human,3-1,"(PERSON2) <unintelligible/> that you like can improve your amenity score by just appending phrase-based output and the attention is like double diagonal, so the attention is not an issue, so like I believe you but it's surprising that it didn't work.","(PERSON2) <unverständlich/>, dass Sie Ihre Annehmlichkeitsbewertung verbessern können, indem Sie einfach eine phrasenbasierte Ausgabe anhängen, und die Aufmerksamkeit ist wie eine doppelte Diagonale, also ist die Aufmerksamkeit kein Problem, also glaube ich Ihnen, aber es ist überraschend, dass das nicht funktioniert hat.",3,1
en-de_news,human,3-1,"(PERSON1) <unintelligible/> that you like fully to rewrite it but technically it fits exactly the postediting task, you can plug this as a solution to the postediting task. (PERSON10)","(PERSON1) <unverständlich/>, dass Sie es komplett neu schreiben wollen, aber technisch entspricht es genau der Post-Editing-Aufgabe, Sie können das als Lösung für die Post-Editing-Aufgabe verwenden.",3,1
en-de_news,human,1-2,And hope that the system learns it? (PERSON8),"Und hoffen, dass das System es lernt? (PERSON8)",1,2
en-de_news,human,1-2,I thought it meant something using I don't know mediator.,"Ich dachte, es bedeutet etwas {NS}",1,2
en-de_news,human,3-1,"(PERSON2) Yeah, the only requirement is that it should handle more connection at a time. (PERSON1)","(PERSON2) Ja, die einzige Anforderung ist, dass es mehrere Verbindungen gleichzeitig handhaben kann.",3,1
en-de_news,human,2-1,Well I think online text flow is something around 2 000 at least.,"(PERSON1) Also ich glaube, der Online-Textfluss ist mindestens ungefähr 2000.",2,1
en-de_news,human,2-1,"I mean the script that I have in two different folders, and then will run it with the little different inside workers, so that I mean, yeah, so that I have <unintelligible/> let's say ten, well instead of an output, a file by a <unintelligible/> side worker, so <unintelligible/> that we have, so I'll just make sure that these things for a single file are getting generated parallelly from all the available workers.","Ich meine das Skript, das ich in zwei verschiedenen Ordnern habe, und dann werde ich es mit den kleinen verschiedenen Inside-Workern ausführen, so dass ich, ich meine, ja, so dass ich <unverständlich/> sagen wir zehn, also anstatt einer Ausgabe, eine Datei von einem <unverständlich/> Side-Worker habe, also <unverständlich/>, die wir haben, also, ich werde einfach dafür sorgen, dass diese Dinge für eine einzelne Datei parallel von allen verfügbaren Workern erstellt werden.",2,1
en-de_news,human,2-1,"(PERSON7) Okay, so thanks.","(PERSON7) Okay, also vielen Dank.",2,1
en-de_news,human,2-1,"We need to finish the description of [PROJECT1] desk set, Who do we have here?","Wir müssen die Beschreibung des [PROJEKT1]-Tisch-Sets abschließen, wen haben wir hier?",2,1
en-de_news,human,2-1,"(PERSON7) Okay, thank you.","(PERSON7) Okay, danke.",2,1
en-de_news,human,1-2,"Can you hear us, [PERSON5]? (PERSON1) and then, we'll figure out which packages to install in the Petri environment.","Können Sie uns hören, [PERSON5]? (PERSON1) und dann werden wir herausfinden, welche Pakete wir in der Petri-Umgebung installieren müssen.",1,2
en-de_news,human,2-1,"So, if for example, some of the test files will fail for some reason, Then you can still keep the translation running for the remaining ones, and re-evaluate, with a sel T F, the missing ones, and, and so on.","Wenn also zum Beispiel einige der Testdateien aus irgendeinem Grund nicht funktionieren, dann kann man die Übersetzung für die restlichen weiterlaufen lassen und die fehlenden mit einem {NS} neu bewerten und, und so weiter.",2,1
en-de_news,human,2-1,"(PERSON7) Okay, so back to the positive constraints.","(PERSON7) Okay, also zurück zu den positiven Einschränkungen.",2,1
en-de_news,human,2-1,"Also [PERSON9] I had a look at the (code), and I think I know why it's so slow.","Auch [PERSON9], ich habe mir den (Code) angesehen, und ich denke, ich weiß, warum es so langsam ist.",2,1
en-de_news,human,2-1,"So, I remember that for [PROJECT1] I was doing this from last year from some cottage in the mountains.","Also, ich erinnere mich, dass ich das für [PROJEKT1] vom letzten Jahr in einer Hütte in den Bergen gemacht habe.",2,1
en-de_news,human,2-1,"And <laugh/> so this is also something that will happen to [PERSON8] I'm afraid that he could be...well, no party, but maybe at the remote party.","Und <lachen/> also das ist auch etwas, das [PERSON8] passieren wird, ich habe Angst, dass er ... na ja, keine Party, aber vielleicht auf der entfernten Party sein könnte.",2,1
en-de_news,human,2-1,<laugh/> He would simply take the PDF and upload it so.,<lachen/> Er würde einfach das PDF nehmen und es so hochladen.,2,1
en-de_news,human,2-1,"(PERSON7) Well, okay.","(PERSON7) Gut, okay.",2,1
en-de_news,human,2-1,"(PERSON4) Please, I think better send them an e-mail right now and just ask for that link in advance.","(PERSON4) Bitte, ich denke, es ist besser, ihnen gleich eine E-Mail zu schicken und einfach im Voraus nach diesem Link zu fragen.",2,1
en-de_news,human,2-1,(PERSON7) Okay.,(PERSON7) Okay.,2,1
en-de_news,human,2-1,(PERSON4) Yep thanks.,(PERSON4) Ja danke.,2,1
en-de_news,human,1-2,"You need to improve it, and you will get only to the next PBML. (PERSON4)","Sie müssen es verbessern, und Sie werden nur bis zur nächsten PBML kommen. (PERSON4)",1,2
en-de_news,human,2-1,"(PERSON2) You can I think you can just you can just reserve the whole semester just for [PERSON9]'s courses and you will have a lot of work and no free time, even though you have just one subject.","(PERSON2) Sie können, glaube ich, Sie können einfach das ganze Semester nur für die Kurse von [PERSON9] reservieren und Sie werden eine Menge Arbeit haben und keine Freizeit, obwohl Sie nur ein Fach haben.",2,1
en-de_news,human,2-1,"(PERSON1) Oh well, one of them was yesterday for me.","(PERSON1) Na ja, einer von ihnen war gestern für mich.",2,1
en-de_news,human,2-1,"(PERSON2) Oh definitely, I can dump you my logs.","(PERSON2) Oh auf jeden Fall, ich kann Ihnen meine Protokolle geben.",2,1
en-de_news,human,2-1,(PERSON7) But in which languages?,(PERSON7) Aber in welchen Sprachen?,2,1
en-de_news,human,2-1,(PERSON2) English and German.,(PERSON2) Englisch und Deutsch.,2,1
en-de_news,human,2-1,(PERSON2) Then I can provide English–Chinese and English–Japanese if it helps <laugh/>.,"(PERSON2) Dann kann ich Englisch Chinesisch und Englisch Japanisch anbieten, wenn das hilft <lachen/>.",2,1
en-de_news,human,2-1,"(PERSON2) So again, I mean to make it humanly readable.","(PERSON2) Also noch einmal, ich meine, um es für Menschen lesbar zu machen.",2,1
en-de_news,human,1-2,Like from a user perspective? (PERSON1),Wie aus der Nutzerperspektive? (PERSON1),1,2
en-de_news,human,2-1,"So, we should focus, [PERSON1], on the [PROJECT2] Clearest voice, and keeping the organizers happy so that we can do the data gathering there.","Wir sollten uns also, [PERSON1], auf die [PROJEKT2] klarste Stimme konzentrieren und die Organisatoren zufrieden stellen, damit wir dort die Datensammlung durchführen können.",2,1
en-de_news,human,2-1,"Yeah, I haven't tried to do the registration yet for that, but I think that last time, it was compulsory to have the booth. (PERSON2) Yes.","Ja, ich habe noch nicht versucht, mich dafür zu registrieren, aber ich denke, dass es beim letzten Mal erforderlich war, einen Stand zu haben.",2,1
en-de_news,human,1-2,"However, I am curious how it will perform in the colder temps and in the rain/snow (supposed to be resistent).","Ich bin jedoch gespannt, wie er sich bei kälteren Temperaturen und im Regen bzw. Schnee verhält (er soll wasserfest sein).",1,2
en-de_news,human,2-1,The lacy pattern is classy and soft This is a very nice skirt.,Das Spitzenmuster ist stilvoll und weich Das ist ein sehr schöner Rock.,2,1
en-de_news,human,2-1,"Didn't work with my 1999 Buick LeSabre Item arrived quickly and looked to be in good condition, even included battery pre-installed.","Funktioniert nicht mit meinem Buick LeSabre BJ 1999 Kam schnell an und schien in einem guten Zustand sein, selbst die enthaltenen Batterien waren bereits eingesetzt.",2,1
en-de_news,human,2-1,Good Price for Replacement The grill of my car was ripped off by a large something flying down the interstate so I needed a replacement.,"Guter Preis für ein Ersatzteil Der Kühlergrill meines Autos wurde von einem großen Ding, das über die Autobahn flog, abgerissen und ich brauchte einen Ersatz.",2,1
en-de_news,human,3-1,Needs improvement Super awesome light My 5 year old absolutely loved this light,Verbesserungsbedürftig Klasse Lampe Mein 5-Jähriger hat diese Lampe wirklich geliebt Sie hat nicht lange gehalten,3,1
en-de_news,human,1-2,It didn't last long he got it for his birthday in January it's February already has trouble with the buttons and doesn't run bright with plug in eats up batteries even tried recharging batteries Super cool but needs improvement Musical Start,"Er hat sie zu seinem Geburtstag im Januar gekriegt Jetzt ist Februar und es gibt schon Probleme mit den Tasten und ist nicht sehr hell Verbraucht Batterien wenn es eingesteckt ist Habe sogar versucht, die Batterien aufzuladen Echt klasse aber muss verbessert werden Musikalischer Start",1,2
en-de_news,human,1-2,Works for the most part I had bleached my whole head and then dyed over it with a black box dye a few months ago.,Funktioniert größtenteils Ich habe vor ein paar Monaten mein ganzes Haar gebleicht und dann mit schwarzer Farbe gefärbt.,1,2
en-de_news,human,2-1,Confusing storyline The book was hard to keep up with as it jumped around a lot.,"Verwirrende Handlung Es war schwer, dem Buch zu folgen, da es viel hin und her sprang.",2,1
en-de_news,human,2-1,It took a while to warm up to Grady 3 1/2 Stars Remedy is a brothers best friend romance as well as a second chance romance mixed into one.,"Es dauerte ein wenig, um mit Grady warm zu werden 3 1/2 Sterne Remedy ist ein Liebesroman, bei dem es sowohl um den besten Freund des Bruders als auch um eine zweite Chance geht.",2,1
en-de_news,human,1-2,"Sure she loved Grady, but she was scared, and hesitant to let him back in her life, who wouldn't be after what he did to her?","Klar, sie liebt Grady, aber sie hatte Angst und zögerte, ihn wieder in ihr Leben zu lassen. Wer wäre nicht so, nachdem was er ihr angetan hat?",1,2
en-de_news,human,1-2,"There is a lot of angst in this book, and I did enjoy watching these two reconnect when Collins started to forgive Grady, I just wish Grady would have not come off as so whiney and would have been a little more understanding.","Es gibt viel Angst in diesem Buch und ich habe den beiden gerne dabei zugesehen, wie sie sich wieder näherkommen, nachdem Collins angefangen hat, Grady zu vergeben. Ich hätte mir nur gewünscht, dass Grady nicht so weinerlich rüberkommt und dass er mehr Verständnis gehabt hätte.",1,2
en-de_news,human,1-2,"If you like second chance, and brothers best friend romances, you may really enjoy this book, I just had a hard time with Grady at first and how he handled some of the things he did.","Wenn du Liebesgeschichten über zweite Chancen und den besten Freund des Bruders magst, wird dir dieses Buch vielleicht gut gefallen. Ich hatte nur anfangs Probleme mit Grady und damit, wie er mit manchen von den Dingen, die er getan hatte, umging.",1,2
