langs,system,n2m,source,target,n2mS,n2mT
en-de_news,human,1-2,"However, not everyone was quite so offended by the unfortunate placement of the advertisement, with one noting that a person's reaction to it would likely be influenced by ""how long ago you followed the crematorium sign wearing a black tie.""","Aber nicht jeder fand die unglückliche Platzierung der Werbung zu anstößig. Eine Person sagte, dass die Reaktion auf die Werbung wahrscheinlich davon abhing, ""wie lange es her ist, dass man dem Krematorium-Schild in eigener Trauerangelegenheit gefolgt ist.""",1,2
en-de_news,human,1-3,"Gut instinct' missing woman is not in river Searches for missing English woman Nicola Bulley have entered a 16th day after her partner said his ""gut instinct"" is that she is not in the river.","Bauchgefühl sagt, dass vermisste Frau nicht im Fluss ist Die Suche nach der vermissten Engländerin Nicola Bulley geht in den 16. Tag, nachdem ihr Partner erklärte, dass sein ""Bauchgefühl"" ihm sage, dass sie nicht im Fluss sei.",1,3
en-de_news,human,1-2,"Lancashire Police said officers are keeping an ""open mind"" while continuing to appeal for information about Ms Bulley, who disappeared on 27 January while walking her dog in St Michael's on Wyre.","Die Polizei von Lancashire teilte mit, dass die Beamten ""unvoreingenommen"" bleiben, während sie weiter um Informationen über Frau Bulley bitten, die am 27. Januar bei einem Spaziergang mit ihrem Hund in St. Michael's on Wyre verschwand.",1,2
en-de_news,human,2-1,"Ms Bulley vanished while walking her springer spaniel Willow near the river, shortly after dropping her daughters, aged six and nine, at school.","Frau Bulley verschwand bei einem Spaziergang mit ihrem Springer Spaniel Willow in der Nähe des Flusses, kurz nachdem sie ihre Töchter, sechs und neun Jahre alt, zur Schule gebracht hatte.",2,1
en-de_news,human,2-1,"East Germany's last communist leader dies at 95 BERLIN (AP) Hans Modrow, who served as East Germany's last communist leader during a turbulent tenure that ended in the country's first and only free election, has died.","Letzter Vorsitzender des Ministerrats der DDR stirbt im Alter von 95 Jahren BERLIN (AP) Hans Modrow, der letzte Vorsitzende des Ministerrats der DDR während einer turbulenten Zeit, die in der ersten und einzigen freien Wahl des Landes endete, ist gestorben.",2,1
en-de_news,human,2-1,"""The entire peaceful course of establishing German unity was precisely a special achievement of his,"" the Left wrote on Twitter. ""That will remain his political legacy.""","""Der gesamte friedliche Verlauf der Herstellung der Deutschen Einheit war gerade ein besonderer Verdienst von ihm"", schrieb Die Linke auf Twitter. ""Das wird sein politisches Vermächtnis bleiben.""",2,1
en-de_news,human,2-1,"Critics of Prime Minister Narendra Modi say his government has pushed a Hindu agenda, seeking the religion's supremacy in a secular nation known for its diversity.","Kritiker von Premierminister Narendra Modi sagen, dass seine Regierung eine hinduistische Agenda verfolgt und die Vorherrschaft der Religion in einer säkularen Nation, die für ihre Diversität bekannt ist, anstrebt.",2,1
en-de_news,human,1-2,Pedestrian dies in hospital after crash with car in Cowdenbeath as man arrested A pedestrian has died following a collision with a car in Fife.,"Fußgängerin stirbt nach Kollision mit Auto in Cowdenbeath im Krankenhaus, Mann verhaftet Eine Fußgängerin ist nach einer Kollision mit einem Auto in Fife gestorben.",1,2
en-de_news,human,2-1,"Sergeant Lee Walkingshaw said: ""Our enquiries are ongoing and we are appealing for anyone who was in the area and who witnessed the crash to get in touch."" I would also appeal to anyone who was driving in the area and who may have dash-cam footage which could assist our investigation to contact us.","Sergeant Lee Walkingshaw sagte: ""Unsere Ermittlungen laufen und wir bitten alle Personen, die in der Nähe des Unfallorts waren und den Unfall gesehen haben und Autofahrer mit Dashcamvideos, die bei den Ermittlungen helfen könnten, sich bei uns zu melden.",2,1
en-de_news,human,2-1,"Statistics Norway's figures showed that foreigners were scattered all over the city's districts, as Søndre Nordstrand, the borough furthest south in Oslo, had over 14,000 immigrants registered there.","Zahlen von der norwegischen Statistikbehörde zeigten, dass Ausländer über alle Bezirke der Stadt verteilt sind, in Søndre Nordstrand, dem südlichsten Osloer Stadtteil, waren über 14.000 Einwanderer gemeldet.",2,1
en-de_news,human,4-1,Zimbabwe to Start Operating New Coal Power Unit by March,Simbabwe nimmt bis März neuen Kohlekraftwerksblock in Betrieb BENGALURU (Reuters),4,1
en-de_news,human,2-1,"BENGALURU (Reuters) Zimbabwe will start operating a new unit at its only coal-fired power plant by March, says the country's deputy energy minister, providing relief to millions of citizens rocked by frequent power outages in recent months.","Simbabwe wird bis März einen neuen Block in seinem einzigen Kohlekraftwerk in Betrieb nehmen, welcher Millionen von Bürgern, die in den letzten Monaten von häufigen Stromausfällen betroffen waren, helfen wird, erklärte der stellvertretende Energieminister des Landes.",2,1
en-de_news,human,2-1,"Some facts, e.g. About subatomic particles, can only result from experiments that are themselves only possible in capitalism because they require too much resources, too much organization, too much coercion, to pull off otherwise.","Einige Fakten, wie zum Beispiel über subatomare Teilchen, können nur durch Experimente hervorgehen, die wiederum nur im Kapitalismus möglich sind, da sie zu viele Ressourcen, zu viel Organisation und zu viel Zwang erfordern, um anderweitig durchgeführt werden zu können.",2,1
en-de_news,human,1-2,"It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube.",1,2
en-de_news,human,1-2,"It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media.","Es war eine Schande, wie ein symbolisches, antidemokratisches Lügenund Kummerfest am 6. Januar von den amerikanischen Medien selbstzerstörerisch ausgerichtet wurde.",1,2
en-de_news,human,1-0,Who vetted & chose the individuals?,,1,0
en-de_news,human,1-2,"It worked. (fwiw, I've tried nearly every ""humane"" trap on the market with very little success.","Es hat funktioniert. (falls Sie es wissen wollen, ich habe so ziemlich jede ""humane"" Falle auf dem Markt mit sehr geringem Erfolg ausprobiert.",1,2
en-de_news,human,3-1,This is not OK... My neighbor & I arrived home at the same time and I could hear him coughing up a covid mucus storm from across the street.,"Das ist nicht o. K. ... Mein Nachbar und ich sind zur selben Zeit zu Hause angekommen und ich konnte hören, wie er von der anderen Straßenseite aus einen Corona-Schleimsturm aushustete.",3,1
en-de_news,human,2-1,Writing Wonders 5/11: Does your MC laugh or cry more?,Schreibwunder 5/11: Lacht oder weint dein MC mehr?,2,1
en-de_news,human,2-1,"After 4,000 of distress Yl finds herself in a place of love and is having huge feels she doesn't know what to do with so there's a lot of both.","Nach 4.000 der Not findet sich Yl an einem Ort der Liebe wieder und hat gewaltige Gefühle, mit denen sie nichts anfangen kann, also gibt es viel von beidem.",2,1
en-de_news,human,2-1,"Early this morning, IR satellite and surface based observations indicated an expanding area of low stratus and patchy <URL> Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory.","Heute früh deuteten IR-Satellitenund Oberflächenbeobachtungen hin auf ein sich ausbreitendes Gebiet mit Hochnebel und lückenhaftem <URL> Der sonderbare Schüler Arnie Cunningham verliebt sich in Christine, einen rostigen Plymouth Fury von 1958, und ist besessen davon, dem Oldtimer zu neuem Glanz zu verhelfen.",2,1
en-de_news,human,2-1,Salesforce Partner Codleo is one of the best Salesforce Partner offering best Salesforce services tailored to your company needs.,"Salesforce-Partner Codleo ist einer der besten Salesforce-Partner, der die besten Salesforce-Services anbietet, die auf die Bedürfnisse Ihres Unternehmens zugeschnitten sind.",2,1
en-de_news,human,2-1,If he were to die... the consequences would be... significant.,Sollte er sterben ... wären die Folgen ... weitreichend.,2,1
en-de_news,human,2-1,"Despite the best efforts of Bram Stoker, Max Schreck, and Stephenie Meyer in trying to make them look bad everyone ... Dreamed my parents were playing my porn game and giving me feedback.","Trotz der großen Bemühungen von Bram Stoker, Max Schreck und Stephenie Meyer, sie schlecht aussehen zu lassen jeder ... Habe geträumt, meine Eltern würden mein Pornospiel spielen und mir Feedback geben.",2,1
en-de_news,human,2-1,"Been toying with this thought for a little while: Mental health is often seen as something separate from ""regular"" health.","Mit diesem Gedanken schon eine Weile gespielt: Mentale Gesundheit wird oft als etwas von der ""normalen"" Gesundheit Getrenntes gesehen.",2,1
en-de_news,human,2-1,"Tech confession: I can't wrap my head around Grafana & Prometheus, at least from a server/application metrics and monitoring standpoint.","Geständnis eines Technikers: Ich kann mit Grafana und Prometheus nichts anfangen, zumindest nicht, was Serverund Anwendungsmetriken und die Überwachung angeht.",2,1
en-de_news,human,1-2,"But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.","Nachdem ich ~jahrzehntelang~ nahezu nichts gelesen hatte (mit Ausnahme von funktionalen, arbeitsbedingten Sachbüchern und hin und wieder einem Selbsthilfebuch), habe ich mir zum Ziel gesetzt, 23 Bücher im Jahr 2023 zu lesen.",1,2
en-de_news,human,2-1,It took years of changing my life and working hard but finally... I'm starting to smile and enjoy my bday with no worries.,"Ich musste jahrelang mein Leben ändern und hart arbeiten, aber schließlich ... fange ich an zu lächeln und meinen Geburtstag ohne Sorgen zu genießen.",2,1
en-de_news,human,3-1,Today's Aerostrike progress report: 1) Slight modifications to the Hel's Fighters map layout.,Der Aerostrike-Fortschrittsbericht von heute: 1) Leichte Änderungen am Layout der Karte Hel's Fighters.,3,1
en-de_news,human,2-1,2) The currency reward system has been connected.,2) Das Währungsbelohnungssystem wurde eingebunden.,2,1
en-de_news,human,1-4,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items It's 2023 and I still see people with iPhones actively avoid using Apple Maps.","Außerdem muss dort eine Salatreihe gesät werden, um Schnittgrün zu integrieren. {NS} Das Team wurde in Sachen Bewässerung, Beetvorbereitung und Umpflanzen geschult, was 90 % der Fähigkeiten ausmacht, die nichts mit der Ernte zu tun haben Es ist 2023 und ich sehe immer noch Menschen mit iPhones, die aktiv die Verwendung von Apple Maps vermeiden.",1,4
en-de_news,human,2-1,"To agonize over personal failure & guilt in a world where ""success"" is so often bestowed on people responsible for the most reprehensible acts... We're all such messy critters.","Sich in einer Welt, in der ""Erfolg"" so oft Menschen zuteilwird, die für die schlimmsten Taten verantwortlich sind, mit persönlichem Versagen und Schuldgefühlen herumzuquälen ... Wir sind alle so chaotische Typen.",2,1
en-de_news,human,2-1,"Some programmers: ""Typing speed does not matter!"" or ""Modal editors are useless today"" :morty: Me extracting functionality of my #Axum projects into shared libraries: ""Hold my keyboard"" :partyparrot: :helix: :ferrisdance: Not sure if this is the best approach for sharing, but I like it for now: <URL> Note: You can take inspiration, but the libraries are not intended for public usage.","Einige Programmierer: ""Tippgeschwindigkeit ist nicht wichtig!"" oder ""Modale Editoren sind heute nutzlos"" :morty: Ich beim Extrahieren der Funktionen meiner #Axum Projekte in gemeinsame Bibliotheken: ""Halte meine Tastatur"" :partyparrot: :helix: :ferrisdance: Nicht sicher, ob das der beste Ansatz fürs Teilen ist, aber bis jetzt gefällt er mir: <URL> Hinweis: Du kannst dir Inspiration holen, aber die Bibliotheken sind nicht für die Nutzung durch die Öffentlichkeit gedacht.",2,1
en-de_news,human,2-1,"The four steps I outline are up for debate, with some progress in each: Description: names for incidents of human-algorithm behavior that account for algorithms & humans.","Die vier Schritte, die ich skizziere, stehen zur Debatte, mit gewissen Fortschritten bei jedem: Beschreibung: Namen für Vorfälle mit menschlich-algorithmischem Verhalten, die Algorithmen und Menschen berücksichtigen.",2,1
